SIORG, ORGAO, NOME, DESCRICAO, URL, GUARDA, COBERTURA TEMPORAL, COBERTURA GEOGRAFICA, ORIGEM, VCGEs, GRANULARIDADE TEMPORAL, GRANULARIDADE GEOGRAFICA, FORMATOS, TIPO, DATA DE CADASTRAMENTO, DATA DA ULTIMA MODIFICACAO
"105793","Universidade Federal da Integração Latino-Americana - UNILA","Metodologia adotada para a construção do projeto universitário da UNILA","Material de apoio pedagógico para a elaboração do projeto da UNILA","http://unila.edu.br/node/219","Universidade Federal da Integração Latino-Americana - UNILA","","PR","Universidade Federal da Integração Latino-Americana - UNILA","instituicoes-federais-ensino-superior, gestao-escolar, educacao-superior, administracao-publica, apoio-escolar, educacao, ","Contínuo","Estadual","HTML, PDF, ","Geral","2012-09-23 13:28:41 UTC","2012-09-23 13:28:41 UTC"
"419","Universidade Federal da Paraíba - UFPB","Atas das Reuniões","Base de dados disponibilizando as atas de reunião da UFPB 2010/2112","http://www.ufpb.br/avalies/content/portarias","Universidade Federal da Paraíba - UFPB","2010-2012","PB","Universidade Federal da Paraíba - UFPB","administracao-publica, instituicoes-federais-ensino-superior, sistema-educacional-avaliacao, educacao-superior, conselhos, gestao-escolar, ","Anual","Estadual","PDF, ","Geral","2012-09-23 13:59:51 UTC","2012-09-23 14:31:09 UTC"
"419","Universidade Federal da Paraíba - UFPB","Portarias","Base de dados disponibilizando as portarias da UFPB","http://www.ufpb.br/avalies/content/portarias","Universidade Federal da Paraíba - UFPB","","PB","Universidade Federal da Paraíba - UFPB","administracao-publica, instituicoes-federais-ensino-superior, educacao-superior, legislacao-normas, procedimentos-tecnicos-administrativos, ","Contínuo","Estadual","PDF, ","Geral","2012-09-23 13:56:51 UTC","2012-09-23 14:31:31 UTC"
"419","Universidade Federal da Paraíba - UFPB","Avaliação Institucional","Arquivos dos relatórios de avaliação institucional. 2006/2012","http://www.ufpb.br/avalies/ ","Universidade Federal da Paraíba - UFPB","2006-2012","PB","Universidade Federal da Paraíba - UFPB","sistema-educacional-avaliacao, administracao-publica, instituicoes-federais-ensino-superior, comunidade-sociedade, ciencia-informacao-comunicacao, fiscalizacao-trabalho, ","Anual","Estadual","PDF, ","Geral","2012-09-23 13:48:23 UTC","2012-09-23 14:31:51 UTC"
"419","Universidade Federal da Paraíba - UFPB","Plano de Desenvolvimento Institucional","Arquivo do Plano de Desenvolvimento Institucional 2005/2008","http://www.proplad.ufpb.br/coordenacoes/coord_planejamento/pdi/pdi_2005_2008.pdf ","Universidade Federal da Paraíba - UFPB","2005-2008","PB","Universidade Federal da Paraíba - UFPB","planejamento-estrategico, administracao-publica, instituicoes-federais-ensino-superior, comunidade-sociedade, gestao-escolar, plano-plurianual, ","Anual","Estadual","PDF, ","Geral","2012-09-23 14:22:22 UTC","2012-09-23 14:28:47 UTC"
"419","Universidade Federal da Paraíba - UFPB","Relatório de Gestão 2005","Arquivo do relatório de Gestão 2005","http://www.proplad.ufpb.br/coordenacoes/coord_planejamento/relatorios/relatorio_gestao_2005.pdf ","Universidade Federal da Paraíba - UFPB","2005","PB","Universidade Federal da Paraíba - UFPB","educacao-superior, administracao-publica, apoio-tecnico-pesquisa-iniciacao-cientifica, gestao-escolar, apoio-escolar, educacao, ","Anual","Estadual","PDF, ","Geral","2012-09-23 14:19:19 UTC","2012-09-23 14:29:13 UTC"
"419","Universidade Federal da Paraíba - UFPB","Orçamento 2005","Tabela do orçamento de 2005 disponibilizado a toda instituição.","http://www.proplad.ufpb.br/coordenacoes/coord_orcamento/ano_2005/divulgacao_orcamento_2005/planilha_orcamento_2005.pdf ","Universidade Federal da Paraíba - UFPB","2005","PB","Universidade Federal da Paraíba - UFPB","realizacao-orcamentaria-financeira, prestacao-contas, administracao-financeira, financas-publicas, planejamento-orcamento, administracao-publica, ","Anual","Estadual","PDF, ","Despesas","2012-09-23 14:16:42 UTC","2012-09-23 14:29:37 UTC"
"419","Universidade Federal da Paraíba - UFPB","Transparência UFPB","Base de dados com  o Orçamento Interno do exercício de 2011, o Plano de Desenvolvimento Institucional, os Pareceres e Certificados de Auditoria da Controladoria Geral da União, o Relatório de Gestão e as Prestações de contas anuais 2010.","http://www.ufpb.br/transparencia-ufpb ","Universidade Federal da Paraíba - UFPB","2010-2012","PB","Universidade Federal da Paraíba - UFPB","prestacao-contas, administracao-financeira, financas-publicas, realizacao-orcamentaria-financeira, planejamento-orcamento, administracao-publica, ","Anual","Estadual","PDF, ","Desempenho da gestão","2012-09-23 14:12:00 UTC","2012-09-23 14:29:59 UTC"
"419","Universidade Federal da Paraíba - UFPB","Comissão Permanente de Licitação","Sistema de informação com os editais dos pregões eletrônico e presencial.","http://www.proplad.ufpb.br/com_perm_licitacao/cpl1.php ","Universidade Federal da Paraíba - UFPB","","PB","Universidade Federal da Paraíba - UFPB","licitacao, contrato-trabalho, compras-governamentais, pregao, educacao-superior, administracao-publica, ","Contínuo","Estadual","HTML, ","Despesas","2012-09-23 14:05:26 UTC","2012-09-23 14:30:29 UTC"
"419","Universidade Federal da Paraíba - UFPB","Avaliação de Cursos de Graduação","Arquivos dos relatórios de avaliação Cursos de Graduação 2010/2012","http://www.ufpb.br/avalies/content/avaliação-de-cursos-de-graduação","Universidade Federal da Paraíba - UFPB","2010-2012","PB","Universidade Federal da Paraíba - UFPB","sistema-educacional-avaliacao, administracao-publica, instituicoes-federais-ensino-superior, comunidade-sociedade, ciencia-informacao-comunicacao, fiscalizacao-trabalho, ","Anual","Estadual","PDF, ","Avaliações","2012-09-23 13:51:36 UTC","2012-09-23 14:30:47 UTC"
"419","Universidade Federal da Paraíba - UFPB","Resoluções","Base de dados disponibilizando arquivos das resoluções dos conselhos internos da UFPB","http://www.prac.ufpb.br/prac/resolucoes/resolucoes.php","Universidade Federal da Paraíba - UFPB","","PB","Universidade Federal da Paraíba - UFPB","instituicoes-federais-ensino-superior, gestao-escolar, educacao-superior, administracao-publica, procedimentos-tecnicos-administrativos, ","Contínuo","Estadual","PDF, ","Geral","2012-09-23 14:51:04 UTC","2012-09-23 14:51:04 UTC"
"419","Universidade Federal da Paraíba - UFPB","Relatório de Gestão 2004","Arquivo do Relatório de Gestão 2004.","http://www.proplad.ufpb.br/coordenacoes/coord_planejamento/relatorios/relatorio2004.pdf ","Universidade Federal da Paraíba - UFPB","2004","PB","Universidade Federal da Paraíba - UFPB","educacao-superior, administracao-publica, apoio-tecnico-pesquisa-iniciacao-cientifica, gestao-escolar, apoio-escolar, educacao, ","Anual","Estadual","PDF, ","Geral","2012-09-23 14:39:26 UTC","2012-09-23 14:51:18 UTC"
"420","Universidade Federal de Alagoas  - UFAL","Ações e Programas","Base de dados com os programas e ações desenvolvidos pela instituição.","http://www.ufal.edu.br/transparencia/acoes-e-programas ","Universidade Federal de Alagoas  - UFAL","","AL","Universidade Federal de Alagoas  - UFAL","comunidade-sociedade, apoio-escolar, assistencia-estudante, educacao, administracao-publica, planejamento-estrategico, ","Contínuo","Estadual","HTML, PDF, ","Programas","2012-09-23 15:16:21 UTC","2012-09-23 15:16:21 UTC"
"420","Universidade Federal de Alagoas  - UFAL","Auditoria","Informações das auditorias e relatórios anuais de contas da UFAL - 2009/2010","http://www.ufal.edu.br/transparencia/controladoria-geral/relatorios ","CGU","2009-2010","AL","Universidade Federal de Alagoas  - UFAL","controle-social-prestacao-contas, fiscalizacao-trabalho, prestacao-contas, gestao-escolar, educacao, administracao-publica, ","Anual","Estadual","PDF, ","Avaliações","2012-09-23 15:20:12 UTC","2012-09-23 15:20:12 UTC"
"420","Universidade Federal de Alagoas  - UFAL","UFAL em Números","Banco de dados com os números gerais da UFAL - 2003/2011","http://www.ufal.edu.br/transparencia/ufal-em-numeros-1 ","Universidade Federal de Alagoas  - UFAL","2003-2011","AL","Universidade Federal de Alagoas  - UFAL","gestao-escolar, administracao-publica, educacao, profissionais-educacao, informacoes-estatisticas, plano-plurianual, ","Anual","Estadual","HTML, PDF, ","Avaliações","2012-09-23 15:24:57 UTC","2012-09-23 15:24:57 UTC"
"420","Universidade Federal de Alagoas  - UFAL","Contabilidade e Finanças","Base de informações sobre contabilidade e finanças da entidade, serviços e Legislação.","http://www.ufal.edu.br/transparencia/contabilidade-e-financas ","Universidade Federal de Alagoas  - UFAL","","AL","Universidade Federal de Alagoas  - UFAL","atendimento-cidadao, realizacao-orcamentaria-financeira, legislacao-educacional, educacao, administracao-publica, ","Contínuo","Estadual","HTML, PDF, ","Geral","2012-09-23 18:01:58 UTC","2012-09-23 18:01:58 UTC"
"420","Universidade Federal de Alagoas  - UFAL","Convênios","Informações sobre os repasses e transferências de recursos financeiros efetuados pela UFAL","http://www.ufal.edu.br/transparencia/execucao-orcamentaria-e-financeira/convenios ","Universidade Federal de Alagoas  - UFAL","","AL","Universidade Federal de Alagoas  - UFAL","parceria, planejamento-orcamento, planejamento-estrategico, administracao-financeira, educacao, administracao-publica, ","Contínuo","Estadual","PDF, ","Despesas","2012-09-23 18:26:57 UTC","2012-09-23 18:26:57 UTC"
"420","Universidade Federal de Alagoas  - UFAL","Diárias e Passagens","Informações sobre as despesas anuais com diárias e passagens.","http://www.ufal.edu.br/transparencia/execucao-orcamentaria-e-financeira/diarias-e-passagens ","Universidade Federal de Alagoas  - UFAL","","AL","Universidade Federal de Alagoas  - UFAL","administracao-despesas, compras-governamentais, prestacao-contas, educacao, administracao-publica, controle-social-prestacao-contas, ","Contínuo","Estadual","HTML, ","Despesas","2012-09-23 18:37:40 UTC","2012-09-23 18:37:40 UTC"
"420","Universidade Federal de Alagoas  - UFAL","Execução Orçamentária","Informações sobre o quadro de programas e ações e detalhamento de despesas - 2008/2011","http://www.ufal.edu.br/transparencia/execucao-orcamentaria-e-financeira/execucao-orcamentaria ","Universidade Federal de Alagoas  - UFAL","2008-2011","AL","Universidade Federal de Alagoas  - UFAL","execucao-orcamentaria-financeira, administracao-despesas, prestacao-contas, educacao, administracao-publica, controle-social-prestacao-contas, ","Anual","Estadual","HTML, ","Despesas","2012-09-23 18:41:12 UTC","2012-09-23 18:41:12 UTC"
"420","Universidade Federal de Alagoas  - UFAL","Licitações","Informações sobre as licitações realizadas pela entidade, todas as modalidade - 2009/2012.","http://www.ufal.edu.br/transparencia/execucao-orcamentaria-e-financeira/licitacoes ","Universidade Federal de Alagoas  - UFAL","2009-2012","AL","Universidade Federal de Alagoas  - UFAL","licitacao, compras-governamentais, prestacao-contas, educacao, administracao-publica, ","Anual","Estadual","PDF, ZIP, ","Despesas","2012-09-23 18:44:42 UTC","2012-09-23 18:44:42 UTC"
"420","Universidade Federal de Alagoas  - UFAL","Relatórios de Legislação","Arquivos referentes à legislação pertinente e adotada para uso na UFAL","http://www.ufal.edu.br/transparencia/relatorios/legislacao ","Universidade Federal de Alagoas  - UFAL","","AL","Universidade Federal de Alagoas  - UFAL","legislacao-educacional, fiscalizacao-trabalho, educacao, administracao-publica, gestao-escolar, legislacao-normas, ","Contínuo","Estadual","PDF, ","Geral","2012-09-23 18:47:49 UTC","2012-09-23 18:47:49 UTC"
"420","Universidade Federal de Alagoas  - UFAL","Relatórios de Gestão","Base de dados diponibilizando os relatórios de gestão da UFAL - 2002/2011.","http://www.ufal.edu.br/transparencia/relatorios/gestao ","Universidade Federal de Alagoas  - UFAL","2002-2011","AL","Universidade Federal de Alagoas  - UFAL","educacao-superior, administracao-publica, apoio-tecnico-pesquisa-iniciacao-cientifica, gestao-escolar, apoio-escolar, plano-plurianual, indicadores, procedimentos-tecnicos-administrativos, ","Anual","Estadual","PDF, ","Desempenho da gestão","2012-09-23 18:55:37 UTC","2012-09-23 18:55:37 UTC"
"420","Universidade Federal de Alagoas  - UFAL","Relatórios de Orçamento","Base de dados dos relatórios de orçamentos anuais da instituição - 2006/2010","http://www.ufal.edu.br/transparencia/relatorios/orcamento ","Universidade Federal de Alagoas  - UFAL","2006-2010","AL","Universidade Federal de Alagoas  - UFAL","planejamento-orcamento, prestacao-contas, educacao, administracao-publica, plano-plurianual, administracao-financeira, investimento, ","Anual","Estadual","HTML, ","Desempenho da gestão","2012-09-23 18:58:30 UTC","2012-09-23 18:58:30 UTC"
"420","Universidade Federal de Alagoas  - UFAL","Relatórios de Planejamento","Arquivos de relatórios de Planejamento da Instituição - Plano de Desenvolvimento Institucional, Projeto Pedagógico Institucional e Plano Diretor de Tecnologia da Informação 2003/2012","http://www.ufal.edu.br/transparencia/relatorios/planejamentos ","Universidade Federal de Alagoas  - UFAL","2003-2012","AL","Universidade Federal de Alagoas  - UFAL","planejamento-estrategico, projeto-pedagogico, instituicoes-federais-ensino-superior, assistencia-estudante, educacao, administracao-publica, planejamento-orcamento, ","Anual","Estadual","HTML, PDF, ","Desempenho da gestão","2012-09-23 19:03:07 UTC","2012-09-23 19:03:07 UTC"
"420","Universidade Federal de Alagoas  - UFAL","Execução Orçamentária e Financeira","Base de informações com o relatório Geral de Contratos firmados pela instituição.","http://www.ufal.edu.br/transparencia/execucao-orcamentaria-e-financeira/contratos ","Universidade Federal de Alagoas  - UFAL","","AL","Universidade Federal de Alagoas  - UFAL","contrato-trabalho, prestacao-contas, educacao, administracao-publica, realizacao-orcamentaria-financeira, licitacao, ","Contínuo","Estadual","PDF, ","Desempenho da gestão","2012-09-23 18:13:36 UTC","2012-09-24 03:28:32 UTC"
"461","Universidade Federal de Alfenas - UNIFAL-MG","Serviços","Base de informação dos serviços prestados pela Instituição à comunidade","http://www.unifal-mg.edu.br/institucional/servicos ","Universidade Federal de Alfenas - UNIFAL-MG","","MG","Universidade Federal de Alfenas - UNIFAL-MG","comunidade-sociedade, atendimento-cidadao, instituicoes-federais-ensino-superior, administracao-publica, educacao, centrais-atendimento, assistencia-desenvolvimento-social, ","Contínuo","Estadual","HTML, ","Geral","2012-09-23 19:50:52 UTC","2012-09-23 19:50:52 UTC"
"461","Universidade Federal de Alfenas - UNIFAL-MG","Regimentos Internos","Base de dados diponibilizando os regimentos de cada setor administrativo da UNIFAL","http://www.unifal-mg.edu.br/secretariageral/?q=regimentosinternos ","Universidade Federal de Alfenas - UNIFAL-MG","","MG","Universidade Federal de Alfenas - UNIFAL-MG","credenciamento-cursos, legislacao-educacional, conselhos, instituicoes-federais-ensino-superior, apoio-escolar, gestao-escolar, ","Contínuo","Estadual","PDF, ","Geral","2012-09-23 19:42:52 UTC","2012-09-23 19:42:52 UTC"
"461","Universidade Federal de Alfenas - UNIFAL-MG","Plano de Desenvolvimento Institucional","Acesso ao Plano de Desenvolvimento Institucional - 2007/2010","http://www.unifal-mg.edu.br/institucional/pdi ","Universidade Federal de Alfenas - UNIFAL-MG","2007-2010","MG","Universidade Federal de Alfenas - UNIFAL-MG","planejamento-estrategico, administracao-publica, instituicoes-federais-ensino-superior, comunidade-sociedade, planejamento-orcamento, gestao-escolar, ","Anual","Estadual","PDF, ","Programas","2012-09-23 19:46:58 UTC","2012-09-23 19:46:58 UTC"
"461","Universidade Federal de Alfenas - UNIFAL-MG","Estatuto e Regimento Geral","Arquivos de estatuto e regimento geral da Universidade.","http://www.unifal-mg.edu.br/institucional/regimentogeral ","Universidade Federal de Alfenas - UNIFAL-MG","","MG","Universidade Federal de Alfenas - UNIFAL-MG","legislacao-educacional, conselhos, instituicoes-federais-ensino-superior, apoio-escolar, gestao-escolar, administracao-publica, ","Contínuo","Estadual","PDF, ","Geral","2012-09-23 19:40:38 UTC","2012-09-23 19:40:38 UTC"
"461","Universidade Federal de Alfenas - UNIFAL-MG","Comissões","Base de dados disponibilizando documentação das comissões da UNIFAL: Comissão de Ética, Comissão de Ética no Uso de Animais - CEUA, Comissão Permanente de Pessoal Docente  - CPPD, Comissão Própria de Avaliação - CPA, Comissão Interna de Supervisão - CIS, Comissão Permanente de Prevenção e Controle de Riscos Químicos - CPPCRQ, Comissão Permanente de Vestibular","http://www.unifal-mg.edu.br/institucional/comissoes ","Universidade Federal de Alfenas - UNIFAL-MG","","MG","Universidade Federal de Alfenas - UNIFAL-MG","sistema-educacional-avaliacao, vestibular, etica-publica, comunicacao, administracao-publica, instituicoes-federais-ensino-superior, ","Contínuo","Estadual","DOC, ODT, PDF, ZIP, ","Geral","2012-09-23 19:57:38 UTC","2012-09-23 19:57:38 UTC"
"461","Universidade Federal de Alfenas - UNIFAL-MG","Funcionários Terceirizados","Planilha de funcionários terceirizados da entidade - 2011","http://www.unifal-mg.edu.br/institucional/funcionariosterceirizados ","Universidade Federal de Alfenas - UNIFAL-MG","2011","MG","Universidade Federal de Alfenas - UNIFAL-MG","contrato-trabalho, emprego, atendimento-cidadao, instituicoes-federais-ensino-superior, administracao-publica, educacao, ","Anual","Estadual","XLS, ","Despesas","2012-09-23 20:00:07 UTC","2012-09-23 20:00:07 UTC"
"461","Universidade Federal de Alfenas - UNIFAL-MG","Licitações","Base de dados com as informações pertinentes às licitações da UNIFAL em todas as modalidades, em andamento e encerradas.","https://www.unifal-mg.edu.br/licitacoes/paginas/principal.php","Universidade Federal de Alfenas - UNIFAL-MG","","MG","Universidade Federal de Alfenas - UNIFAL-MG","licitacao, compras-governamentais, prestacao-contas, educacao, administracao-publica, instituicoes-federais-ensino-superior, controle-social-prestacao-contas, ","Contínuo","Estadual","HTML, ","Despesas","2012-09-23 20:15:45 UTC","2012-09-23 20:15:45 UTC"
"461","Universidade Federal de Alfenas - UNIFAL-MG","Programas Institucionais","Base de dados com as informações pertinentes às ações e programas implementados pela UNIFAL","http://www.unifal-mg.edu.br/extensao/?q=node/521","Universidade Federal de Alfenas - UNIFAL-MG","","MG","Universidade Federal de Alfenas - UNIFAL-MG","comunidade-sociedade, apoio-escolar, assistencia-estudante, educacao, administracao-publica, planejamento-estrategico, planejamento-estrategico, ","Contínuo","Estadual","HTML, PDF, ","Programas","2012-09-23 20:20:00 UTC","2012-09-23 20:20:00 UTC"
"461","Universidade Federal de Alfenas - UNIFAL-MG","Pró-Reitoria de Extensão","Base de informação sobre a Pró-Reitoria de Extensão e o conjunto de atividades promovidas pela UNIFAL para a participação do engajamento cidadão.","http://www.unifal-mg.edu.br/extensao/ ","Universidade Federal de Alfenas - UNIFAL-MG","","MG","Universidade Federal de Alfenas - UNIFAL-MG","comunidade-sociedade, apoio-escolar, assistencia-estudante, educacao, administracao-publica, planejamento-estrategico, ","Contínuo","Estadual","HTML, ","Geral","2012-09-23 20:25:24 UTC","2012-09-23 20:25:24 UTC"
"461","Universidade Federal de Alfenas - UNIFAL-MG","Desenvolvimento das Atividades de Extensão","Base de dados disponibilizando os arquivos necessários ao desenvolvimento das atividades de extensão promovida pela UNIFAL","http://www.unifal-mg.edu.br/extensao/?q=desenvolvimento","Universidade Federal de Alfenas - UNIFAL-MG","","MG","Universidade Federal de Alfenas - UNIFAL-MG","comunidade-sociedade, apoio-escolar, assistencia-estudante, educacao, administracao-publica, planejamento-estrategico, assistencia-desenvolvimento-social, ","Contínuo","Estadual","DOC, HTML, PDF, ZIP, ","Geral","2012-09-23 20:27:54 UTC","2012-09-23 20:27:54 UTC"
"461","Universidade Federal de Alfenas - UNIFAL-MG","Concursos Públicos","Base de informações sobre os concursos públicos, processos seletivos, Quadro de referência e Banco de professor equivalente, promovido pela UNIFAL em todos o Campi - 2007/2012","http://www.unifal-mg.edu.br/progepe/concursos","Universidade Federal de Alfenas - UNIFAL-MG","2007-2012","MG","Universidade Federal de Alfenas - UNIFAL-MG","profissionais-educacao, educacao, administracao-publica, instituicoes-federais-ensino-superior, gestao-escolar, concursos, ","Anual","Estadual","HTML, PDF, ","Despesas","2012-09-23 20:36:44 UTC","2012-09-23 20:36:44 UTC"
"461","Universidade Federal de Alfenas - UNIFAL-MG","Unifal em Números","Base de informações Disponibilizando registro estatísticos e conjuntos de dados que permitem apreciar o desenvolvimento da UNIFAL","http://www.unifal-mg.edu.br/planejamento/unifal_numeros","Universidade Federal de Alfenas - UNIFAL-MG","2004-2011","MG","Universidade Federal de Alfenas - UNIFAL-MG","atendimento-cidadao, instituicoes-federais-ensino-superior, administracao-publica, educacao, centrais-atendimento, assistencia-estudante, informacoes-estatisticas, ","Anual","Estadual","HTML, PDF, ","Avaliações","2012-09-23 22:31:01 UTC","2012-09-23 22:31:01 UTC"
"461","Universidade Federal de Alfenas - UNIFAL-MG","Pró-Reitoria de Planejamento, Orçamento e Desenvolvimento Institucional","Base de informações da Pró-Reitoria de Planejamento, Orçamento e Desenvolvimento Institucional, relatórios e prestação de contas.","http://www.unifal-mg.edu.br/planejamento/unifal_numeros","Universidade Federal de Alfenas - UNIFAL-MG","","MG","Universidade Federal de Alfenas - UNIFAL-MG","planejamento-estrategico, planejamento-orcamento, instituicoes-federais-ensino-superior, comunidade-sociedade, ciencia-informacao-comunicacao, gestao-escolar, ","Contínuo","Estadual","HTML, ","Geral","2012-09-23 22:33:07 UTC","2012-09-23 22:33:07 UTC"
"67671","Universidade Federal de Campina Grande - UFCG","Portal do Servidor - Concurso","Área de disponibilização de editais dos concursos elaborados pela UFCG","http://www.srh.ufcg.edu.br/index.php?option=com_content&view=article&id=16&Itemid=4","Universidade Federal de Campina Grande ","","Campina Grande - PB","Universidade Federal de Campina Grande ","concursos, profissionais-educacao, educacao, administracao-publica, instituicoes-federais-ensino-superior, gestao-escolar, ","Contínuo","Municipal","PDF, ","Geral","2012-09-28 14:20:50 UTC","2012-09-28 14:20:50 UTC"
"67671","Universidade Federal de Campina Grande - UFCG","Pró-Reitoria para Assuntos Comunitários","Sistema de informações sobre a Pró-Reitoria para Assuntos Comunitários:  Comunicados, Formulários,  Instruções normativas e Portarias","http://www.ufcg.edu.br/prt_ufcg/pro_reitorias/prac/prac.php ","Universidade Federal de Campina Grande ","","Campina Grande - PB","Universidade Federal de Campina Grande ","comunidade-sociedade, centrais-atendimento, atendimento-cidadao, apoio-escolar, instituicoes-federais-ensino-superior, educacao-superior, instituicoes-federais-ensino-superior, ","Contínuo","Municipal","HTML, PDF, ","Geral","2012-09-28 14:03:10 UTC","2012-09-28 14:03:10 UTC"
"67671","Universidade Federal de Campina Grande - UFCG","Coordenação de Gestão e Desenvolvimento de Pessoas - Capacitação","Editais de cursos de formação para os funcionários da instituição","http://www.ufcg.edu.br/prt_ufcg/pro_reitorias/prac/prac.php ","Universidade Federal de Campina Grande ","","Campina Grande - PB","Universidade Federal de Campina Grande ","profissionais-educacao, educacao, instituicoes-federais-ensino-superior, administracao-publica, gestao-escolar, capacitacao, ","Contínuo","Municipal","PDF, ","Despesas","2012-09-28 14:11:02 UTC","2012-09-28 14:11:02 UTC"
"67671","Universidade Federal de Campina Grande - UFCG","Portal do Servidor - Documentos","Sistema de dados sobre o sistema de recursos humanos da entidade e disponibilização de documentos utilizados pelos docentes","http://www.srh.ufcg.edu.br/index.php?option=com_content&view=article&id=16&Itemid=4","Universidade Federal de Campina Grande ","","Campina Grande - PB","Universidade Federal de Campina Grande ","profissionais-educacao, educacao, administracao-publica, instituicoes-federais-ensino-superior, ciencia-informacao-comunicacao, gestao-escolar, ","Contínuo","Municipal","DOC, ","Geral","2012-09-28 14:16:47 UTC","2012-09-28 14:16:47 UTC"
"67671","Universidade Federal de Campina Grande - UFCG","Secretaria de Projetos Estratégicos - Convênios","Editais dos Convênios e Chamadas elaborados pela UFCG","http://www.sai.ufcg.edu.br/content/convenios.html","Universidade Federal de Campina Grande ","","Campina Grande - PB","Universidade Federal de Campina Grande ","planejamento-estrategico, planejamento-orcamento, instituicoes-federais-ensino-superior, comunidade-sociedade, ciencia-informacao-comunicacao, gestao-escolar, ","Contínuo","Municipal","PDF, ","Despesas","2012-09-28 14:34:53 UTC","2012-09-28 14:34:53 UTC"
"67671","Universidade Federal de Campina Grande - UFCG","Secretaria de Projetos Estratégicos - Bolsas","Editais dos programas de intercâmbio, como o Ciência sem Fronteiras, PCI/Intercampus e o Escala, que cobrem todas as taxas do intercâmbio e dão auxílio mensal aos estudantes.","http://www.sai.ufcg.edu.br/content/bolsas.html","Universidade Federal de Campina Grande ","","Campina Grande - PB","Universidade Federal de Campina Grande ","instituicoes-federais-ensino-superior, apoio-escolar, gestao-escolar, assistencia-estudante, educacao, pos-graduacao, bolsa-estudos-pos-graduacao, ","Contínuo","Municipal","PDF, ","Programas","2012-09-28 14:41:26 UTC","2012-09-28 14:41:26 UTC"
"67671","Universidade Federal de Campina Grande - UFCG","Concursos e Editais","Repositório de Editais e chamadas para Concursos e Editais promovidos pela UFCG","http://www.ufcg.edu.br/prt_ufcg/concursos/concursos.php","Universidade Federal de Campina Grande ","","Campina Grande - PB","Universidade Federal de Campina Grande ","profissionais-educacao, concursos, instituicoes-federais-ensino-superior, gestao-escolar, educacao-superior, administracao-publica, ","Contínuo","Municipal","DOC, PDF, ","Despesas","2012-09-28 14:50:35 UTC","2012-09-28 14:50:35 UTC"
"67671","Universidade Federal de Campina Grande - UFCG","Convênios","Nesta seção são divulgadas informações sobre os repasses e transferências de recursos financeiros efetuados pela Universidade Federal de Campina Grande.","http://www.ufcg.edu.br/acessoainformacao/index.php/convenios","Universidade Federal de Campina Grande ","","Campina Grande - PB","Universidade Federal de Campina Grande ","parceria, administracao-publica, ciencia-informacao-comunicacao, educacao-superior, trabalho, educacao-superior, ","Contínuo","Municipal","HTML, ","Despesas","2012-09-28 14:53:49 UTC","2012-09-28 14:53:49 UTC"
"67671","Universidade Federal de Campina Grande - UFCG","Despesas","Nesta seção são divulgadas informações sobre a execução orçamentária e financeira detalhada da Universidade Federal de Campina Grande.","http://www.ufcg.edu.br/acessoainformacao/index.php/despesas","Universidade Federal de Campina Grande ","","Campina Grande - PB","Universidade Federal de Campina Grande ","licitacao, pregao, sistemas-informacao, administracao-publica, atendimento-cidadao, contrato-trabalho, compras-governamentais, administracao-despesas, ","Contínuo","Municipal","HTML, ","Despesas","2012-09-29 13:24:55 UTC","2012-09-29 13:24:55 UTC"
"67671","Universidade Federal de Campina Grande - UFCG","Servidores","Sistema de informações sobre concursos públicos de provimento de cargos e relação dos servidores públicos lotados ou em exercício na Instituição.","http://www.ufcg.edu.br/acessoainformacao/index.php/servidores ","Universidade Federal de Campina Grande ","","Campina Grande - PB","Universidade Federal de Campina Grande ","profissionais-educacao, concursos, instituicoes-federais-ensino-superior, gestao-escolar, educacao-superior, administracao-publica, recursos-humanos, ","Contínuo","Municipal","HTML, ","Despesas","2012-09-29 13:27:49 UTC","2012-09-29 13:27:49 UTC"
"67671","Universidade Federal de Campina Grande - UFCG","Centro de Ciência e Tecnologia - Orçamento","Informações sobre o orçamento referente ao Centro de Ciência e Tecnologia - 2009/2011","http://cct.ufcg.edu.br/index.php?option=com_content&task=category&sectionid=7&id=34&Itemid=138 ","Universidade Federal de Campina Grande ","2009 - 2011 ","Campina Grande - PB","Universidade Federal de Campina Grande ","ciencia-informacao-comunicacao, ciencia-tecnologia, planejamento-orcamento, prestacao-contas, administracao-publica, atendimento-cidadao, ","Anual","Municipal","PDF, ","Despesas","2012-09-29 13:34:16 UTC","2012-09-29 13:34:16 UTC"
"67671","Universidade Federal de Campina Grande - UFCG","Centro de Educação e Saúde- Relatórios de Gestão","Arquivos de relatórios de gestão do Centro de Educação e Saúde - UFCG. 2011","http://ces.ufcg.edu.br/portal/index.php?option=com_docman&Itemid=64 ","Universidade Federal de Campina Grande ","2011 ","Campina Grande - PB","Universidade Federal de Campina Grande ","educacao-saude, atendimento-cidadao, publicacoes-oficiais, instituicoes-federais-ensino-superior, legislacao-saude, ciencia-informacao-comunicacao, ","Anual","Municipal","PDF, ","Desempenho da gestão","2012-09-29 13:37:57 UTC","2012-09-29 13:37:57 UTC"
